CPGfrac	RPKM	H3K27ac	H3K27me3	H3K36me3	H3K4me1	H3K4me3	H3K9me3	Input
494332	5	0	6	11	8	7	8	13	1
494333	8	0	5	9	4	5	1	6	7
494470	9	0	15	22	15	17	7	13	20
494551	10	0	12	7	8	4	5	5	2
494558	6.5	0	18	30	15	16	9	27	15
495	6.5	0	12	31	13	11	6	8	18
4951	8	0	16	25	15	9	8	13	15
4956	10	0	9	15	7	10	4	9	15
4958	10	0	14	8	10	9	7	7	9
497049	8.5	0	18	19	12	15	6	12	16
497189	7	0	16	24	15	13	6	14	15
497259	7	0	12	26	9	25	4	9	10
4973	7	0	11	17	8	11	6	8	11
4974	9	1	12	5	14	6	3	4	3
497634	3.5	0	12	11	10	7	11	16	1
4978	0	0	14	23	10	7	9	16	15
49860	7	0	14	24	12	7	8	11	13
49861	10	1	13	6	30	9	5	10	11
4991	8	0	10	28	8	8	7	11	13
4992	8	0	16	25	15	11	7	24	19
4993	10	0	10	15	17	9	5	17	17
4994	10	0	11	27	13	9	6	19	17
4995	8	0	15	17	7	8	6	8	16
5001	0	4	55	10	7	28	91	4	20
5002	8	3	14	13	8	12	6	7	22
5004	8	0	13	26	9	8	5	11	17
5005	10	1	21	15	6	19	6	8	18
5009	8	0	8	11	3	5	2	2	6
5016	7.5	6	18	17	6	17	5	6	12
5024	9	0	10	18	11	14	6	9	20
5027	0	9	32	6	9	40	77	6	19
503519	8	0	16	12	16	10	6	16	14
503582	9	0	12	11	14	6	5	8	8
503640	10	1	15	9	28	12	9	6	14
503645	10	3	11	7	27	17	6	8	10
503834	10	0	17	15	20	6	12	19	20
503835	9	0	9	16	7	9	11	20	19
504189	6	0	4	9	10	8	11	11	1
504191	4	0	24	17	20	14	14	17	13
5045	9	15	19	19	12	50	7	8	14
50489	6	0	19	22	17	6	10	15	20
50507	8	0	9	9	12	9	5	11	5
50508	6.5	0	7	25	5	8	6	6	11
50514	7	0	7	21	9	4	6	9	2
5054	1	0	13	33	9	58	7	11	18
5055	3	0	11	16	7	8	7	6	21
50604	9	0	12	17	8	25	3	8	7
50613	8	0	13	23	8	6	5	12	14
50616	9	0	11	24	10	6	4	9	5
50617	7	0	17	17	11	9	6	12	13
50624	10	1	8	7	22	8	9	7	6
50640	9	19	53	9	4	16	74	8	9
50652	8	0	8	14	10	7	9	12	5
5068	4	0	10	16	8	9	10	16	20
50700	5	0	11	35	19	9	7	12	19
50717	0	35	66	5	12	57	140	5	13
5078	10	0	15	30	12	8	6	9	20
50831	10	0	7	12	30	9	7	7	2
50832	10	0	4	9	23	6	4	6	19
50833	3	0	2	8	7	6	8	6	1
50834	7	0	8	15	16	10	9	11	6
50836	9.5	0	1	5	8	3	1	3	2
50837	8	0	15	28	3	9	3	7	1
50852	7	0	12	22	14	5	2	12	16
50853	9	7	13	22	13	10	6	7	21
50856	7	6	16	6	10	20	12	7	10
50863	5	0	13	29	14	7	8	14	15
5087	0	0	14	14	4	19	8	10	11
50940	9	0	12	16	11	5	8	10	17
50943	10	1	9	10	4	4	5	2	6
50945	5	0	7	10	4	6	4	5	7
51032	10	1	12	14	14	10	10	9	15
5104	7	0	10	24	15	7	11	10	15
5105	6.5	0	12	29	10	9	9	13	20
51052	9	0	15	17	12	11	8	12	18
51109	0	11	39	6	3	38	124	3	19
51138	0	16	54	7	7	40	104	3	20
51146	5	0	15	17	12	11	5	10	7
51151	10	0	9	12	11	8	5	13	16
51156	5	0	13	16	15	8	7	13	22
51170	0	51	84	5	13	43	105	3	21
51179	7.5	0	13	19	9	10	7	8	9
51200	8	0	16	13	13	44	7	8	9
51206	10	1	19	6	24	11	5	8	17
51208	9	0	14	23	14	8	6	13	14
5121	5	0	10	18	9	10	7	15	20
51225	0	0	12	35	10	29	11	9	14
51233	10	0	12	12	16	6	10	9	17
51234	4	24	54	6	15	46	94	8	19
51266	9	0	8	16	10	7	3	6	5
51267	7.5	0	14	21	13	7	4	7	14
51268	9.5	0	24	9	7	73	4	4	19
51279	0	3	48	5	10	58	83	7	18
51284	0	8	16	2	6	22	22	2	6
51294	4	0	15	13	11	58	6	6	17
51297	8	0	17	25	7	9	8	13	13
51301	6.5	0	15	21	11	5	5	14	10
51313	0	0	4	13	6	9	3	8	1
51314	9	0	16	17	7	9	8	12	14
51316	0	30	50	6	12	33	48	8	12
51318	0	3	47	7	11	30	120	8	17
51327	5	0	18	20	15	33	7	8	14
51339	9	4	11	8	11	47	5	8	17
51340	9	13	6	21	7	2	6	4	15
51348	8	5	11	13	7	7	10	11	8
51351	10	13	11	10	21	12	6	30	2
51365	0	0	16	20	10	28	6	6	8
51378	7	0	17	27	13	10	10	11	19
51384	10	2	15	7	20	25	8	6	12
51393	0	13	48	9	12	58	103	4	18
51433	9.5	34	30	20	13	18	39	8	26
5144	8	0	16	10	9	4	4	8	10
51442	8	0	6	12	5	8	4	4	3
5145	9	0	13	20	10	7	6	8	21
5146	7	0	12	21	11	8	7	14	19
51473	10	0	11	19	15	7	8	13	13
5148	10	0	17	24	10	10	4	9	29
5149	10	0	3	15	6	6	5	4	1
51501	0	9	78	2	5	17	123	2	6
51506	3	75	79	8	6	48	108	5	23
51520	0	24	47	9	15	35	92	6	20
51537	10	3	17	11	13	17	13	7	14
51545	0	25	91	4	19	52	140	7	19
51554	9	0	7	7	27	9	5	1	1
51561	10	2	53	8	14	66	28	5	21
51562	0	10	49	6	8	32	118	8	13
5159	0	0	31	14	9	45	74	7	19
51608	10	20	9	8	42	8	9	7	14
5161	9	0	12	11	11	7	6	18	14
51626	0	1	29	6	6	25	111	6	15
51666	8.5	0	8	6	6	8	2	4	1
51676	0	1	18	8	8	53	9	27	19
5168	0	37	16	2	3	21	42	1	1
51702	8	0	15	35	12	11	8	13	19
51703	9	25	48	8	14	37	40	8	10
51725	6	0	14	21	11	50	8	7	16
5173	7	0	19	31	12	12	10	13	18
51733	10	0	16	8	12	28	10	7	10
51738	5	1	32	7	18	46	7	5	16
51744	8	8	19	24	12	23	5	10	16
5175	10	21	15	8	32	19	6	7	19
51752	9	14	17	8	12	20	4	9	19
5176	8.5	11	60	4	8	77	12	6	19
51816	2.5	70	25	11	9	62	5	7	12
5194	0	4	57	3	6	18	147	4	20
5201	0	24	44	10	8	31	123	7	18
5208	6	7	11	24	13	11	5	10	17
5212	6.5	0	9	15	7	6	8	5	1
5218	8	94	9	26	9	8	7	24	1
5222	3	0	7	16	7	7	4	4	10
5225	10	0	13	16	13	9	7	10	21
5232	6	0	13	11	8	6	8	17	1
5243	7	1	7	17	14	4	5	26	1
5245	0	18	33	6	19	45	93	5	21
5251	10	0	8	2	5	23	3	5	8
5260	10	5	17	7	19	10	8	7	20
5265	5	0	14	17	9	10	7	14	22
5266	4	0	14	22	11	8	6	11	14
5267	7	0	14	23	15	7	7	15	15
5268	9	0	12	23	11	9	8	15	16
5271	8	12	14	17	9	7	6	5	3
5275	8	0	12	15	10	6	6	12	11
5284	8	21	15	19	16	13	5	6	16
5288	5.5	0	1	8	3	1	3	8	1
5289	0	4	50	22	9	33	106	8	18
5291	10	9	17	7	23	5	3	8	15
5294	0	6	12	3	5	30	12	3	9
5304	8	0	9	19	17	7	6	13	13
5308	0	0	9	31	14	12	6	14	6
5313	9	0	15	13	13	7	7	10	19
5314	5	0	14	13	10	10	5	11	1
5319	9	0	10	20	10	8	5	7	22
5320	6	0	10	24	13	11	12	12	14
5321	2	0	9	14	12	23	10	15	11
5322	8	0	19	26	9	6	7	9	16
53347	9	0	10	25	11	8	6	24	17
5340	5	0	10	12	12	6	8	13	3
5341	0	25	52	4	5	50	83	5	14
5345	9.5	2	20	9	12	15	4	9	20
5346	10	0	11	15	14	7	8	9	18
5354	6	0	10	14	6	4	4	3	6
53630	7	0	12	16	16	18	7	12	17
5368	7	39	35	8	11	44	13	10	23
5369	5.5	0	12	7	10	6	6	8	4
5370	7	0	12	24	11	4	5	6	9
5371	0	8	47	8	14	54	86	4	20
5376	7	0	16	23	14	6	8	13	14
53828	9	0	14	17	13	6	8	9	22
53829	0	0	9	18	13	13	4	9	1
53831	8	0	8	22	10	16	5	6	17
53833	10	0	10	5	9	4	3	7	8
53836	7	0	9	14	11	10	4	8	6
53840	10	12	10	11	15	8	6	6	13
53842	8	0	17	25	11	8	8	16	14
53919	4.5	0	7	12	13	10	7	10	2
53938	0	15	58	3	6	39	102	5	22
53944	10	8	13	8	13	8	6	7	19
54020	8	5	10	27	8	9	4	6	17
5406	6.5	0	4	14	4	5	5	6	1
54064	7	0	17	28	10	7	6	13	8
5407	7.5	0	16	19	11	4	12	14	12
54075	10	0	13	21	11	6	4	9	11
54089	7.5	0	15	25	15	12	10	13	20
54090	5.5	0	16	27	12	14	7	18	16
54093	9	3	11	11	9	18	7	9	23
54094	6	39	20	7	30	22	5	9	19
5414	8	0	16	12	11	9	6	7	8
54209	8	0	15	28	13	18	7	7	20
54210	9.5	0	12	16	13	10	4	10	9
54329	0	0	13	24	8	54	14	8	22
54331	0	49	83	2	3	48	40	3	13
54346	8	0	8	24	8	6	7	9	9
54363	8	0	6	25	10	4	5	11	7
5440	0	30	40	3	1	23	61	2	5
54414	9	1	5	5	3	7	3	2	3
54429	10	1	17	6	21	7	6	11	9
54453	9.5	0	13	21	11	8	7	7	13
54469	0	4	63	29	6	43	109	9	16
54471	10	10	16	8	8	10	6	6	23
54474	9	0	11	27	12	12	5	7	10
54510	2	0	3	16	18	9	6	8	10
54536	9	7	33	6	8	40	30	6	17
54575	9	0	14	21	10	9	5	15	11
54576	9	0	12	18	17	11	4	11	10
54577	8	0	14	22	10	10	8	8	17
54578	9	0	16	16	11	9	5	9	19
54579	8	0	13	14	11	34	9	5	12
54585	3	3	25	19	20	47	9	6	17
54586	9	0	17	19	10	8	15	16	20
54600	9	0	12	22	9	6	7	16	7
5462	6	0	47	6	8	51	51	7	16
54657	9	0	16	27	14	11	8	11	11
54658	8	0	10	16	14	4	6	17	13
54659	8	0	18	23	12	9	6	12	10
54663	0	19	111	4	7	43	33	4	18
54674	7	0	7	10	17	27	5	6	4
5470	6.5	0	18	19	14	49	7	12	8
54718	0	1	37	15	15	49	83	7	21
5473	4.5	0	11	13	8	9	5	12	2
54739	5.5	14	35	12	9	41	92	6	15
5475	7.5	0	5	12	4	6	6	11	6
54752	8	1	15	16	9	24	13	6	10
54762	10	1	12	8	11	35	4	8	19
54764	8	26	13	7	19	25	8	6	8
54809	9	10	11	5	10	28	25	7	7
54820	0	11	49	3	4	25	99	2	16
54827	4.5	0	5	26	10	9	5	6	7
54829	10	0	14	11	13	3	4	8	13
54831	7	0	13	30	7	9	4	8	21
54838	0	13	77	9	7	73	187	4	22
54848	6.5	0	17	15	11	17	6	8	13
54865	0	15	59	6	10	47	107	4	17
54866	10	0	16	12	15	10	5	10	18
54873	7	0	12	20	15	9	7	15	8
54894	9	3	13	5	6	28	3	3	18
54900	0	39	73	6	9	72	83	5	20
54901	0	5	60	9	10	21	138	4	11
54914	10	1	11	22	9	9	9	10	14
54933	8	0	12	31	12	7	9	12	16
5494	9	8	15	10	12	4	3	5	6
54979	8	0	33	16	9	57	3	8	18
54988	10	0	30	9	14	40	7	8	17
54995	0	6	61	4	12	34	55	6	12
55	6	2	17	6	6	43	15	9	7
55018	9.5	0	18	8	13	55	9	7	21
55039	4	4	37	18	15	32	57	7	21
55055	0	5	55	4	7	36	159	1	19
55064	0	0	18	15	7	48	27	5	15
55065	10	0	17	6	11	29	6	6	20
55089	5	0	13	37	9	27	7	7	16
55106	0	3	48	7	7	57	136	5	21
55138	8	0	40	30	28	34	37	14	29
55140	10	7	13	8	11	16	8	7	12
55149	7	8	14	17	11	9	11	9	23
55173	4.5	15	31	11	14	32	50	8	21
55195	8	0	5	14	8	10	2	8	3
552	0	0	10	34	12	8	9	18	15
5520	8	10	14	19	13	8	7	13	21
5521	3	0	12	10	14	7	5	8	10
55211	0	0	12	23	13	15	9	13	11
55220	5.5	0	14	40	7	44	4	6	17
55237	8	0	16	24	12	8	6	13	15
55245	1	3	52	14	10	34	87	6	17
55249	10	29	9	6	34	6	6	9	13
55254	0	6	66	4	13	29	152	2	23
55273	6	0	11	30	10	8	6	5	3
55278	0	17	58	6	15	44	100	5	16
5528	0	13	56	3	7	51	158	5	20
55281	0	17	37	2	3	43	44	2	1
55282	2	0	14	31	9	34	6	14	21
552859	8	0	13	14	12	6	11	13	22
55298	0	7	64	4	12	49	105	4	20
55301	7	0	11	24	18	8	7	16	16
55303	2	0	19	28	8	12	4	15	6
55304	0	0	21	12	13	25	9	12	3
55308	0	16	73	5	15	37	144	5	18
55333	1	7	41	9	13	26	100	8	12
55340	2	0	19	29	12	30	10	10	17
55361	8	32	14	15	10	11	6	6	20
55363	8	0	1	14	5	5	3	5	1
55410	5	0	2	7	5	1	2	5	1
5542	8	0	8	17	6	6	6	8	4
554212	6.5	0	4	2	6	3	3	4	1
554213	6	0	9	22	8	7	7	9	14
55423	7.5	0	17	29	14	8	10	9	6
554279	7	0	6	11	9	9	4	10	3
5544	8	0	10	8	10	6	7	10	5
5545	8	0	14	20	15	5	6	8	9
5549	7	0	36	6	9	53	4	6	15
55503	7.5	0	18	25	13	8	8	11	14
55504	3	0	11	29	11	14	4	4	1
55505	5	21	50	6	15	45	118	11	19
55507	8	0	12	27	13	10	9	11	15
5552	0	205	53	4	7	38	51	4	13
55529	0	5	30	8	8	27	76	4	13
5553	3.5	3	23	11	15	59	7	8	22
55530	0	0	11	47	9	44	7	17	22
55532	9	0	15	13	12	12	11	7	11
5554	10	2	9	7	14	7	5	10	6
5555	10	0	13	7	16	7	4	9	19
55554	9	0	16	25	10	7	5	10	19
55576	5	0	14	24	11	7	7	14	17
5558	0	2	34	4	5	41	87	4	10
55584	10	0	11	17	15	8	7	11	20
55592	10	11	15	7	33	9	4	6	19
55600	7	0	13	19	11	10	5	8	15
55610	0	5	56	3	4	28	69	3	12
55624	9.5	7	13	16	12	10	6	11	19
55628	10	6	13	6	30	10	7	6	18
55652	7	6	14	11	13	34	14	7	14
55662	0	13	43	5	10	52	96	3	19
55691	8	1	8	23	10	4	6	17	4
55692	9	24	37	7	14	53	7	7	14
55732	10	2	15	6	18	19	8	20	19
55768	0	23	61	4	12	34	55	6	12
55778	0	5	23	4	6	35	37	10	18
55801	9	0	3	9	8	4	4	4	1
55805	10	1	12	10	16	7	4	15	9
55808	9	0	16	22	14	8	11	20	17
55811	10	0	9	5	19	6	6	7	10
55821	6	0	28	15	11	42	10	8	17
5583	7	0	11	35	10	19	6	18	21
55831	0	16	56	6	13	46	129	8	20
55844	10	11	18	7	34	13	8	6	19
55853	10	24	13	9	13	7	10	7	14
55876	10	7	18	11	36	25	6	10	17
55885	0	0	7	28	5	45	8	4	1
55893	1.5	46	16	28	7	69	17	7	15
55997	0	0	13	21	8	5	5	11	15
56	10	0	10	7	15	6	7	7	11
56062	1	0	3	5	5	3	3	6	1
5608	0	3	15	7	6	35	72	5	13
56097	10	3	12	27	17	10	6	7	19
56106	2	4	14	35	13	28	37	39	22
56107	6.5	4	10	30	16	17	5	42	15
56114	8	3	13	19	15	10	7	23	9
56128	7	0	6	12	9	9	5	14	6
56154	5	0	8	28	6	2	2	12	7
56158	10	0	15	19	13	8	6	11	20
56159	10	0	7	8	10	4	6	12	11
56163	10	0	13	15	12	10	9	18	20
56164	10	0	14	13	10	5	6	17	16
56169	8	0	18	10	9	6	5	12	12
5618	0	0	21	41	12	48	18	11	15
5619	10	0	11	17	8	10	6	7	20
56203	9	0	6	15	6	12	5	11	11
5624	10	0	22	8	9	49	7	6	21
56242	0	9	53	4	5	36	114	7	27
56245	8.5	0	12	19	13	19	9	25	8
56246	10	2	11	6	11	7	8	10	3
56253	9	0	8	23	5	9	7	7	11
5626	4	0	15	28	10	10	9	10	14
56269	8	0	14	24	12	10	8	11	18
563	8	0	14	37	11	20	7	11	23
56300	2	0	11	24	16	8	8	10	15
56302	7	0	14	27	13	11	7	9	14
56311	10	0	20	18	16	7	6	9	19
56341	7	0	15	16	16	11	7	13	14
56344	8	0	14	22	11	8	7	12	10
5636	0.5	14	26	5	7	50	79	5	20
5641	0	0	21	31	8	66	31	13	15
5644	7	2	17	16	11	19	5	7	17
56477	6	5	13	13	8	4	5	5	10
5648	4	0	14	28	12	10	8	8	18
5650	5	0	11	32	15	8	7	18	26
5651	8	0	13	11	15	5	9	19	16
56521	9	0	14	11	10	6	5	7	11
56547	9	0	16	16	10	6	9	16	15
566	9.5	0	15	27	12	14	5	8	18
56606	9	0	12	20	16	10	7	7	10
56624	9	0	17	27	10	7	6	14	9
56649	5.5	0	22	31	8	58	9	8	22
56651	10	0	9	10	11	5	10	14	14
56656	8	0	13	25	17	8	6	10	19
56662	5	0	15	25	10	22	5	18	17
56664	0	1	36	6	7	35	105	8	17
56667	8	0	16	16	11	17	8	6	9
56670	9	0	8	19	3	6	2	2	6
56676	9	0	11	18	13	9	4	12	7
5669	8	0	14	22	10	8	5	13	15
5670	9	0	15	21	12	11	7	13	23
5671	4	0	16	17	11	10	6	20	17
5672	9	0	10	15	11	5	7	17	14
5675	8	0	10	19	8	8	8	14	11
5676	8	0	12	23	11	10	6	15	17
5678	10	0	13	20	12	7	7	18	19
56833	9	0	17	17	12	41	6	14	20
56849	5	0	10	20	4	15	3	4	9
56884	0	0	11	21	11	21	5	18	14
56891	6	0	13	24	11	12	12	8	11
56892	7	0	13	10	7	8	4	12	5
56895	0	0	12	21	9	24	15	9	7
56898	3	2	14	8	11	23	8	5	15
56911	0	6	62	4	9	27	176	10	18
56912	4	6	21	7	7	26	51	6	17
56914	8	0	11	19	12	7	8	11	14
56918	8	0	12	15	7	5	4	6	3
56922	3	8	17	14	7	55	14	3	21
56923	10	0	14	10	11	9	7	12	20
56924	9	0	8	3	8	11	5	4	10
56925	0	2	40	6	15	37	85	6	18
5693	1	6	60	4	15	44	89	5	19
56944	10	0	15	9	13	12	9	6	15
56955	6	0	10	19	15	5	6	10	11
56969	10	0	11	8	15	8	6	10	20
56971	8	0	13	26	16	9	8	22	20
56981	8	4	19	7	10	63	5	4	18
56995	9	7	22	5	16	52	12	7	10
56997	10	6	16	9	27	13	6	10	16
570	9	0	1	7	2	6	2	24	1
57007	8	0	9	9	7	9	3	9	15
5701	0	16	69	6	6	30	170	5	15
57016	7.5	0	16	33	12	8	7	14	10
57053	10	0	17	6	38	10	8	10	20
57084	0	0	9	37	11	13	8	15	6
57091	9	2	36	7	9	57	37	7	27
57094	2	0	13	21	15	15	6	7	17
57096	5	0	15	10	9	43	6	8	17
5710	0	59	55	6	10	44	157	4	22
57105	8	0	8	34	13	6	7	16	5
57111	10	0	11	8	15	10	7	5	22
57113	3	0	16	16	8	11	6	9	4
57115	6	0	14	30	11	8	7	11	22
57119	6.5	0	12	25	11	11	6	12	3
57151	9	0	14	25	16	6	6	11	20
57159	5	0	15	27	7	8	8	8	16
57172	6	0	11	30	12	11	9	11	15
57191	10	1	10	11	17	9	6	16	19
57205	0	7	59	6	4	41	111	8	23
57224	4	0	18	23	12	10	6	11	16
5724	10	0	16	7	16	11	5	6	21
5726	9	0	20	8	9	16	5	11	4
57282	0	0	16	22	14	12	12	17	12
57325	10	11	12	10	35	27	8	9	16
57326	0	62	36	5	11	71	80	4	15
57379	2	0	27	10	8	37	4	7	3
57381	5	0	12	26	12	13	4	14	17
57396	10	12	24	5	9	70	6	10	19
574	9	0	25	23	32	16	19	44	44
574016	10	0	21	7	12	19	4	18	16
57402	10	0	16	16	14	11	5	8	23
574030	10	0	8	8	10	6	5	4	5
574031	10	0	3	7	6	5	4	7	3
574032	10	0	2	7	6	5	4	7	3
574033	10	0	7	7	6	16	7	7	3
574042	0	9	19	2	33	41	17	3	15
57408	7	0	9	18	13	7	6	13	16
5741	8	0	1	11	2	4	4	1	1
574408	8	0	15	12	13	13	7	15	18
574409	8	0	15	14	13	13	7	15	18
574410	8	0	11	13	15	6	8	16	20
574411	10	0	13	8	39	16	6	11	21
574414	8.5	0	22	19	12	10	7	12	11
574435	8	0	11	10	10	10	8	14	14
574436	8	0	12	16	15	9	8	16	20
574441	6.5	0	9	13	10	9	7	9	17
574442	4.5	0	1	12	2	3	5	9	1
574450	8	0	13	10	10	5	4	14	15
574452	8	0	12	14	10	9	6	15	19
574453	8	0	15	14	13	7	8	17	22
574454	8	0	10	17	12	10	9	14	21
574459	8	0	12	15	13	10	8	14	15
574460	9	0	16	11	12	6	8	15	19
574461	9	0	10	18	12	7	5	14	11
574462	8	0	11	21	15	5	9	12	15
574463	9	0	11	15	12	6	10	14	11
574464	8	0	12	19	11	8	8	18	18
574466	9	0	12	16	14	9	9	16	11
574467	9	0	11	15	15	7	9	17	12
574468	8	0	19	20	12	6	7	21	23
574469	8	0	19	20	12	6	7	21	23
574470	9	0	13	15	17	6	8	16	11
574471	9	0	13	16	17	5	8	16	11
574472	9	0	14	17	17	5	8	16	11
574473	8	0	14	17	12	6	7	14	11
574474	9	0	13	15	12	8	7	15	12
574475	6	0	16	13	15	10	12	15	17
574476	7	0	14	11	15	9	9	15	14
574477	8	0	14	14	12	6	9	18	17
574478	8	0	12	26	12	8	7	18	15
574479	9	0	12	26	12	8	6	16	16
574480	9	0	11	26	12	8	7	21	17
574481	8.5	0	10	17	15	7	8	16	15
574482	9	0	9	15	12	6	9	20	19
574483	9	0	9	13	12	7	9	20	19
574484	10	0	13	13	15	7	10	20	19
574485	9	0	11	12	12	8	6	22	14
574486	9	0	11	12	13	6	6	22	16
574487	10	0	12	15	13	8	5	13	15
574488	9	0	13	21	13	8	7	15	15
574489	9	0	13	17	11	8	6	13	10
57449	10	0	17	8	20	10	8	7	24
574490	9	0	14	13	13	6	7	13	24
574491	10	0	14	16	13	5	7	17	24
574492	10	0	9	17	14	7	7	17	14
574493	10	0	13	17	13	7	6	16	16
574494	10	0	13	15	11	8	7	18	14
574495	9	0	12	15	12	6	11	18	17
574496	9	0	15	14	12	9	11	18	21
574497	10	0	17	17	15	9	10	19	21
574498	10	0	17	16	15	7	7	19	18
574499	9	0	23	14	15	5	7	11	16
5745	5	0	14	16	11	8	7	7	21
574500	10	0	23	13	15	7	7	23	22
574502	10	0	8	8	10	6	5	2	1
574503	10	0	8	8	10	7	6	5	5
574504	10	0	6	5	10	6	4	5	2
574508	10	0	7	5	13	11	5	9	3
57451	5	0	13	9	9	5	6	12	7
574511	7.5	0	8	4	4	5	2	8	7
574512	8	0	8	5	4	5	2	8	7
574513	8	0	3	5	8	2	2	6	2
574514	1	0	4	6	3	3	6	7	6
574515	8	0	3	6	5	8	3	8	5
57471	9	7	15	8	8	45	4	4	11
57476	10	4	20	13	24	11	8	7	19
57482	8	0	11	18	14	8	5	14	8
57491	10	0	28	6	33	58	4	10	16
57494	8	5	11	20	7	14	6	14	15
57507	0	0	5	41	6	45	5	20	9
57529	8	0	4	9	4	4	1	3	1
57545	0	0	9	21	10	23	6	8	1
57561	0	38	43	1	7	13	56	6	19
57568	8	0	6	15	17	9	7	15	9
57594	5	2	71	7	28	51	47	6	12
57604	5	0	7	11	9	10	3	7	1
57608	8	0	11	17	13	6	10	14	15
57628	1	0	10	17	8	8	8	11	4
5764	0	0	15	16	10	12	9	12	11
57658	0	35	35	3	11	48	98	5	19
57664	8	0	12	14	12	28	6	9	15
57680	0	35	68	5	15	33	97	5	17
57689	1	0	14	15	8	8	7	13	17
57690	9	8	6	7	20	13	5	7	4
57716	10	1	14	14	9	29	5	6	19
57733	4	0	9	12	8	5	5	10	12
57817	2	0	26	14	9	64	8	5	18
57818	8	0	8	18	15	6	6	8	13
57820	0	16	31	2	6	30	87	4	5
57821	0	0	19	32	12	43	6	17	15
57822	0	0	12	26	6	49	4	8	13
57823	0	3	11	13	7	39	6	6	1
57824	7	0	19	31	9	31	5	11	23
57829	5	0	15	16	12	7	6	13	11
57830	10	0	16	21	17	10	6	8	20
57834	7	0	30	98	35	17	10	36	41
5786	10	26	13	8	32	5	7	7	20
5787	6	1	10	14	2	5	4	7	6
5794	4	0	14	22	11	13	7	11	17
5810	9	4	16	3	17	21	8	7	11
58158	5	0	12	26	11	23	5	6	8
5816	5	0	14	33	10	11	5	9	20
582	10	4	23	6	21	37	22	8	19
5824	0	28	66	5	12	57	140	5	13
58472	6	9	23	17	11	30	7	10	10
58473	7	5	10	12	10	43	14	5	22
58475	6	0	31	6	4	48	9	8	11
58483	5	0	9	12	6	3	6	9	1
58484	9	1	33	7	14	36	19	4	17
58499	0	0	40	45	12	42	14	16	24
58511	10	0	12	16	10	8	8	8	7
58529	10	0	14	21	11	11	5	8	13
58531	10	0	13	21	10	12	6	9	18
58538	8	0	12	10	9	6	4	5	1
5866	9	0	12	34	10	9	8	6	22
5872	0	2	46	5	5	34	16	5	20
5876	0	37	46	3	3	33	66	5	14
5890	3	2	36	5	6	29	126	8	19
5896	9	0	10	27	14	7	6	22	14
5897	6	0	11	21	12	3	9	8	15
590	4	0	5	7	6	6	7	10	1
5906	9	43	11	12	11	10	4	8	6
59082	4	0	5	14	5	4	8	6	1
59084	0	1	29	10	6	31	124	6	18
5914	0	11	19	11	9	64	43	5	20
5915	8	0	9	11	17	9	3	8	16
5920	7	4	32	13	8	54	22	6	19
59272	8	0	3	9	6	4	4	7	7
5929	0	7	64	6	8	55	158	3	13
5930	8	42	23	11	10	40	65	9	16
59340	8.5	0	5	11	14	6	6	11	5
59343	10	16	13	18	14	8	8	12	21
59348	8	22	59	6	19	39	128	19	17
59350	7	0	3	14	8	5	4	7	1
59351	7	0	9	16	6	12	7	8	5
5939	2	1	10	19	6	22	5	4	18
5948	10	0	16	8	17	8	8	10	17
594840	10	1	17	7	10	44	5	4	4
594857	5	0	12	16	12	6	4	12	9
595097	0	24	9	4	26	45	29	3	1
595098	0	9	51	4	26	45	159	3	19
595099	1.5	7	7	3	34	45	5	3	23
595100	8	52	7	3	43	26	3	4	23
5959	10	4	15	9	31	15	6	8	16
5961	10	0	10	12	11	6	9	8	21
5967	7	0	6	10	14	8	6	12	6
5969	5	0	9	12	12	4	8	10	4
597	8	16	12	24	8	26	15	15	21
5972	8	0	13	23	15	6	5	27	19
5995	8	0	15	19	12	8	8	8	16
5998	10	0	14	14	8	6	3	7	16
6010	10	0	29	8	8	33	5	5	22
6014	5	0	14	17	11	11	6	11	6
6016	0	15	41	5	25	55	40	8	19
6017	8	0	14	25	17	16	7	7	18
6035	9	0	21	16	10	23	5	9	20
6036	8	0	11	21	9	7	7	13	14
6037	7.5	0	13	27	9	9	7	13	13
60385	10	0	22	13	10	27	6	10	19
6039	0	9	22	5	8	32	37	9	11
6041	0	3	97	7	7	47	153	3	12
60412	0	8	51	6	6	41	123	3	18
60437	9	1	9	9	18	6	8	5	19
6044	10	22	15	5	36	30	4	10	14
60467	5	0	13	19	12	9	5	10	16
60484	7	0	8	28	7	11	6	10	17
60489	6	22	57	5	23	45	75	6	18
60491	0	8	58	3	6	39	102	5	22
60592	7	6	14	29	13	10	5	7	10
606293	5	0	69	10	12	65	8	24	16
60676	6.5	0	9	18	12	8	8	7	1
607	3	5	14	40	12	18	6	9	18
608	0	2	47	5	10	50	40	4	16
6082	9	22	9	7	33	11	5	6	11
6083	5.5	10	5	5	18	25	4	8	1
6086	8	0	2	6	7	2	2	12	1
6090	8	0	15	15	13	13	5	10	11
6092	5.5	0	1	11	2	7	13	19	1
6098	8	0	11	5	11	5	4	12	12
611	10	1	11	21	17	7	7	14	19
6119	10	6	13	4	15	7	4	9	17
6121	6	0	9	14	8	7	4	11	5
6123	10	0	13	23	11	10	8	6	25
6124	9.5	595	13	3	21	5	4	7	11
613209	9	0	10	30	16	5	10	11	18
613210	8	0	11	26	10	10	7	8	17
613212	6.5	0	15	19	9	8	9	10	3
613227	10	0	17	8	22	12	6	9	13
